Energy	Absorption
7072.0	0.004004218052013269
7072.5	0.004052165512834393
7073.0	0.004101187369410876
7073.5	0.004151319560484752
7074.0	0.004202599751113179
7074.5	0.0042550674896061685
7075.0	0.004308763893651116
7075.5	0.004363731964188274
7076.0	0.004420016899286229
7076.5	0.004477665937204162
7077.0	0.004536728513329591
7077.5	0.004597256730991582
7078.0	0.004659305204523008
7078.5	0.0047229309023228165
7079.0	0.004788193931544721
7079.5	0.004855157851972669
7080.0	0.004923888734394421
7080.5	0.004994456729978928
7081.0	0.005066935599463121
7081.5	0.005141402870089646
7082.0	0.005217940306420074
7082.5	0.005296634538085866
7083.0	0.005377576745912885
7083.5	0.005460863446610091
7084.0	0.005546596649707279
7084.5	0.005634884171430559
7085.0	0.0057258405763287775
7085.5	0.0058195871772735224
7086.0	0.005916252663210075
7086.5	0.006015973726908362
7087.0	0.006118895692713907
7087.5	0.006225173301236526
7088.0	0.006334971180163533
7088.5	0.006448465099761655
7089.0	0.0065658424436902405
7089.5	0.0066873036214409026
7090.0	0.006813063009963953
7090.5	0.006943349895294823
7091.0	0.007078410512744668
7091.5	0.00721850898852679
7092.0	0.007363929379947236
7092.5	0.007514977558657655
7093.0	0.007671982780032682
7093.5	0.007835301135800174
7094.0	0.008005317123418593
7094.5	0.008182447726458195
7095.0	0.008367144768667107
7095.5	0.008559899779041211
7096.0	0.008761247444454372
7096.5	0.008971771416354765
7097.0	0.00919211011746117
7097.5	0.009422962391521562
7098.0	0.009665096448764171
7098.5	0.00991935786972214
7099.0	0.010186680276999704
7099.5	0.010468097576415782
7100.0	0.010764758238338142
7100.5	0.011077942090021374
7101.0	0.011409081188326073
7101.5	0.01175978383119278
7102.0	0.012131865317438647
7102.5	0.012527383728561742
7103.0	0.01294868716700023
7103.5	0.013398470410655844
7104.0	0.013879851027696883
7104.5	0.014396465893267187
7105.0	0.014952602546372944
7105.5	0.01555337856971741
7106.0	0.01620499692740087
7106.5	0.016915115082480767
7107.0	0.0176934226847858
7107.1	0.017858312458125365
7107.2	0.018026538727777947
7107.3	0.01819823018268883
7107.4	0.018373518650558054
7107.5	0.0185525500834821
7107.6	0.01873547514168959
7107.7	0.01892246174856034
7107.8	0.01911368410498369
7107.9	0.019309335244377574
7108.0	0.01950961918580157
7108.1	0.019714758780843854
7108.2	0.019924998852375937
7108.3	0.02014059834766576
7108.4	0.02036184917090628
7108.5	0.02058906362819641
7108.6	0.020822590121314835
7108.7	0.02106281000896526
7108.8	0.02131014859241806
7108.9	0.0215650751155103
7109.0	0.021828116889042147
7109.1	0.022099862429531665
7109.2	0.022380975583611212
7109.3	0.02267220808304652
7109.4	0.022974413669133113
7109.5	0.02328856692522488
7109.6	0.02361578995614958
7109.7	0.023957375928869557
7109.8	0.024314831445671016
7109.9	0.024689909501089076
7110.0	0.025084678534512517
7110.1	0.025501583635901676
7110.2	0.02594353286154444
7110.3	0.0264140165067372
7110.4	0.0269172420722397
7110.5	0.027458322589560786
7110.6	0.02804350575005612
7110.7	0.028680473656008024
7110.8	0.029378725748706577
7110.9	0.030150043344154515
7111.0	0.031009073441453167
7111.1	0.03197398629192526
7111.2	0.03306715337014372
7111.3	0.03431564172780689
7111.4	0.03575110570669914
7111.5	0.03740820029815824
7111.6	0.039320091154386894
7111.7	0.04150903361603185
7111.8	0.043970274039004595
7111.9	0.04664980387009902
7112.0	0.049421487541033725
7112.1	0.05207529370746838
7112.2	0.05432890079473967
7112.3	0.05589513157456605
7112.4	0.05658903806129529
7112.5	0.0564166953147711
7112.6	0.05557331661809791
7112.7	0.054348530567027174
7112.8	0.053013946166216214
7112.9	0.05176007798288935
7113.0	0.05069009060859528
7113.1	0.049842746095279104
7113.2	0.04921952122705679
7113.3	0.04880494037356959
7113.4	0.04857868637523692
7113.5	0.048521524942871416
7113.6	0.04861743273340819
7113.7	0.0488538154933609
7113.8	0.04922094779109655
7113.9	0.049711331141486424
7114.0	0.05031917768074766
7114.1	0.0510401025684764
7114.2	0.0518709748967966
7114.3	0.05280984549900047
7114.4	0.05385594067203894
7114.5	0.05500967002340858
7114.6	0.0562726500118123
7114.7	0.05764772121031059
7114.8	0.059138973416359555
7114.9	0.06075178017811338
7115.0	0.062492842736990975
7115.1	0.06437027006592241
7115.2	0.06639369343389782
7115.3	0.06857442177432814
7115.4	0.0709256237328213
7115.5	0.07346256464316693
7115.6	0.07620287489086855
7115.7	0.07916687006612935
7115.8	0.08237792604504646
7115.9	0.08586290586025853
7116.0	0.08965263522229258
7116.1	0.09378242198347705
7116.2	0.0982925803099873
7116.3	0.10322891091132433
7116.4	0.10864303845645179
7116.5	0.11459244139196628
7116.6	0.1211399371863161
7116.7	0.1283521945600438
7116.8	0.1362967720706671
7116.9	0.1450370364687179
7117.0	0.154624518260517
7117.2	0.17642643910230757
7117.4	0.20149003932920947
7117.6	0.2289445703030166
7117.8	0.2576664833687825
7118.0	0.28701227102500665
7118.2	0.31696399528821884
7118.4	0.3474379298751171
7118.6	0.3776435323173307
7118.8	0.40624615700833056
7119.0	0.43223875017619734
7119.2	0.455823965522201
7119.4	0.4783435579324085
7119.6	0.5011617714707632
7119.8	0.5247435184927538
7120.0	0.548791103802888
7120.2	0.5730060945983044
7120.4	0.5976453508750288
7120.6	0.6235133825601279
7120.8	0.6515680434446116
7121.0	0.682522254591563
7121.2	0.7166796748305243
7121.4	0.7540095129772707
7121.6	0.7943615953101687
7121.8	0.8376628202307892
7122.0	0.8839013546336759
7122.2	0.9328142807261102
7122.4	0.9834293221389458
7122.6	1.033782716954742
