Energia	Absorção
12618.0	0.009866321196151736
12618.5	0.01000755427543542
12619.0	0.010152609078593465
12619.5	0.010301641557490296
12620.0	0.010454815190624708
12620.5	0.01061230339165289
12621.0	0.010774288004061541
12621.5	0.010940962913952364
12622.0	0.011112531942584459
12622.5	0.011289211254897303
12623.0	0.011471229961641523
12623.5	0.011658831022575
12624.0	0.011852272149659018
12624.5	0.012051827011319741
12625.0	0.012257786737775112
12625.5	0.01247046082423096
12626.0	0.012690179539404019
12626.5	0.01291729422658729
12627.0	0.013152180314303803
12627.5	0.013395239122698863
12628.0	0.013646899368866938
12628.5	0.013907620779636141
12629.0	0.01417789559689513
12629.5	0.014458252491442973
12630.0	0.014749259874708284
12630.5	0.01505152890940297
12631.0	0.01536571832656824
12631.5	0.01569253954368598
12632.0	0.016032760277463278
12632.5	0.016387212371532147
12633.0	0.016756797215626305
12633.5	0.01714249327221556
12634.0	0.017545365108467062
12634.5	0.017966572127141173
12635.0	0.018407380308141142
12635.5	0.0188691739500627
12636.0	0.019353470121332116
12636.5	0.019861934616671052
12637.0	0.02039640152634598
12637.5	0.02095889280541758
12638.0	0.021551645670689887
12638.5	0.02217713969659407
12639.0	0.022838131136641217
12639.5	0.023537692664051896
12640.0	0.0242792600368893
12640.5	0.025066686590892198
12641.0	0.025904308269596017
12641.5	0.026797022202395774
12642.0	0.027750378830550947
12642.5	0.02877069420457046
12643.0	0.029865187571089212
12643.5	0.031042146356693747
12644.0	0.03231112487106998
12644.5	0.033683209244533475
12645.0	0.03517131819233939
12645.5	0.036790604334827774
12646.0	0.038558944933985394
12646.5	0.040497592194656366
12647.0	0.042631986141055594
12647.5	0.04499283243081238
12648.0	0.04761752338354198
12648.5	0.05055201361813387
12649.0	0.05385341222563329
12649.5	0.05759347211694125
12650.0	0.061863539537584826
12650.5	0.06678151770984847
12651.0	0.0725020127359224
12651.5	0.07923129654705616
12652.0	0.08725000121155067
12652.5	0.09694837670086234
12653.0	0.10888265333851754
12653.1	0.11160351962539443
12653.2	0.11445326296748633
12653.3	0.1174407136122515
12653.4	0.12057548457712403
12653.5	0.12386804390520392
12653.6	0.12732982605944604
12653.7	0.13097331923161876
12653.8	0.13481220383237685
12653.9	0.13886146689610396
12654.0	0.14313757067752278
12654.1	0.14765861823765158
12654.2	0.15244455214695182
12654.3	0.1575173652310909
12654.4	0.16290137755108755
12654.5	0.16862349531953447
12654.6	0.17471356916839506
12654.7	0.1812047433848387
12654.8	0.1881339014879964
12654.9	0.19554215997617622
12655.0	0.20347541024453875
12655.1	0.2119849869502305
12655.2	0.22112837551601588
12655.3	0.23097008521986562
12655.4	0.24158257346565895
12655.5	0.2530473627357262
12655.6	0.26545626291627233
12655.7	0.2789127652300652
12655.8	0.2935335957337715
12655.9	0.30945043741190453
12656.0	0.32681182387803404
12656.1	0.3457850842571114
12656.2	0.3665583241956392
12656.3	0.3893425002021071
12656.4	0.4143729851869435
12656.5	0.4419105318717165
12656.6	0.47224142332182195
12656.7	0.5056753052757808
12656.8	0.5425405497384589
12656.9	0.5831748015282825
12657.0	0.6279091422384953
12657.1	0.6770430415979323
12657.2	0.7308067544056416
12657.3	0.7893074900417758
12657.4	0.8524566148598398
12657.5	0.9198765025595642
12657.6	0.9907908560706761
12657.7	1.0639096102599113
12657.8	1.1373325307978364
12657.9	1.2085076972435915
12658.0	1.2742926795291558
12658.1	1.3311212077511272
12658.2	1.3753954302482323
12658.3	1.4040500197950703
12658.4	1.415052393723216
12658.5	1.40779750094788
12658.6	1.38323484144976
12658.7	1.3436803907350738
12658.8	1.2923795733367416
12658.9	1.2329667601460625
12659.0	1.1689715513037253
12659.1	1.1034704435605542
12659.2	1.0389098038368205
12659.3	0.9770741971447582
12659.4	0.919148947973556
12659.5	0.8658290958486872
12659.6	0.8174387677532257
12659.7	0.7740400132610258
12659.8	0.7355222811662685
12659.9	0.7016708516432727
12660.0	0.6722162711811231
12660.1	0.6468684632906951
12660.2	0.6253392180881908
12660.3	0.607356131622017
12660.4	0.5926708249575312
12660.5	0.581063128985759
12660.6	0.5723428908156454
12660.7	0.5663499135609805
12660.8	0.5629534445292613
12660.9	0.5620507301078894
12661.0	0.5635655405438329
12661.1	0.5674468151494365
12661.2	0.5736668258036333
12661.3	0.5822198522642918
12661.4	0.5931204058825027
12661.5	0.606401664062627
12661.6	0.6221134832308179
12661.7	0.6403202913773951
12661.8	0.661098348361928
12661.9	0.6845322836614206
12662.0	0.7107109416681305
12662.1	0.7397216313409022
12662.2	0.7716432920211453
12662.3	0.8065374012585013
12662.4	0.8444372869900183
12662.5	0.8853349408767129
12662.6	0.9291659048217281
12662.7	0.975792712374691
12662.8	1.0249875473660937
12662.9	1.0764161971227888
12663.0	1.129625799107214
12663.2	1.238959767507265
12663.4	1.3470582840331358
12663.6	1.446985404568109
12663.8	1.5323270216105163
12664.0	1.5987827775523027
12664.2	1.6449712339187936
12664.4	1.6721717379158914
12664.6	1.6834261938827957
12664.8	1.6825378101732893
12665.0	1.6732361244438123
12665.2	1.6585995000505163
12665.4	1.640781547942708
12665.6	1.6210337065659963
12665.8	1.5999367912424576
12666.0	1.5776979951633896
12666.2	1.5543746712827913
12666.4	1.5299541146418238
12666.6	1.504317133458397
12666.8	1.4771816595823692
12667.0	1.4481160254786012
12667.2	1.4166463843528696
12667.4	1.382416485546554
12667.6	1.3453317644252645
12667.8	1.305635180746888
12668.0	1.263892406245121
12668.2	1.2208950020047655
12668.4	1.1775174425149886
12668.6	1.1345814556111995
12668.8	1.092773289709912
