Energy	Absorption
5949.0	0.0036017184331368357
5949.5	0.003644977408345677
5950.0	0.0036892135211852007
5950.5	0.003734459886587758
5951.0	0.0037807509374929546
5951.5	0.0038281230838512863
5952.0	0.0038766142183714117
5952.5	0.003926263716520154
5953.0	0.0039771132602770395
5953.5	0.004029206508632478
5954.0	0.004082588932836862
5954.5	0.00413730847540419
5955.0	0.00419341555011207
5955.5	0.0042509627124999025
5956.0	0.004310005813125232
5956.5	0.004370603009058306
5957.0	0.004432815917138423
5957.5	0.0044967091197212075
5958.0	0.004562351153184064
5958.5	0.004629813684171629
5959.0	0.004699172662852127
5959.5	0.004770508487668279
5960.0	0.004843905840586392
5960.5	0.0049194541813490835
5961.0	0.004997248735980723
5961.5	0.005077389837783803
5962.0	0.005159984245346198
5962.5	0.005245145142541164
5963.0	0.005332992632780059
5963.5	0.005423654398015973
5964.0	0.005517266687249172
5964.5	0.005613974316527099
5965.0	0.005713931986951622
5965.5	0.005817304284679052
5966.0	0.0059242678226819195
5966.5	0.0060350110759980775
5967.0	0.006149736358741584
5967.5	0.006268660153604517
5968.0	0.006392015253618768
5968.5	0.006520051915412397
5969.0	0.006653040000971418
5969.5	0.006791269966145249
5970.0	0.006935055661412128
5970.5	0.007084737132644549
5971.0	0.007240682103867409
5971.5	0.007403290260781607
5972.0	0.007572996216280375
5972.5	0.007750273464471043
5973.0	0.00793563866419863
5973.5	0.008129657899580327
5974.0	0.008332951457781786
5974.5	0.008546201407558874
5975.0	0.008770159672052113
5975.5	0.009005657419588394
5976.0	0.009253615937240854
5976.5	0.009515060469905082
5977.0	0.009791134388877142
5977.5	0.010083119620966058
5978.0	0.010392457242357227
5978.5	0.010720776804273897
5979.0	0.011069927965151353
5979.5	0.01144202365537461
5980.0	0.011839491809063265
5980.5	0.012265142417690757
5981.0	0.012722253365307001
5981.5	0.013214685424671637
5982.0	0.013747034322341381
5982.5	0.014324843267340338
5983.0	0.014954901809305681
5983.5	0.015645687206168074
5984.0	0.016408035289845854
5984.1	0.016570270615457027
5984.2	0.016736057805876815
5984.3	0.016905540359145405
5984.4	0.017078871493606495
5984.5	0.017256214312658235
5984.6	0.017437745099771338
5984.7	0.017623651670980033
5984.8	0.017814138317409255
5984.9	0.018009420862747462
5985.0	0.01820973819581011
5985.1	0.018415345680503386
5985.2	0.018626521745860467
5985.3	0.018843569533550642
5985.4	0.01906682184040647
5985.5	0.019296639470914752
5985.6	0.019533426064798166
5985.7	0.019777623154488038
5985.8	0.020029718402669715
5985.9	0.020290257134846088
5986.0	0.020559848929373833
5986.1	0.020839177502517892
5986.2	0.021129012241014957
5986.3	0.021430224677164173
5986.4	0.021743808258936046
5986.5	0.022070898120081277
5986.6	0.02241280403031221
5986.7	0.022771040050466134
5986.8	0.02314737231026838
5986.9	0.023543870081113548
5987.0	0.02396297826646469
5987.1	0.02440760801485226
5987.2	0.024881245455472895
5987.3	0.025388104916533115
5987.4	0.025933321683810767
5987.5	0.026523202422033973
5987.6	0.027165566209259088
5987.7	0.027870181126774786
5987.8	0.028649360657386214
5987.9	0.029518729777133473
5988.0	0.030498229935825693
5988.1	0.031613379401481144
5988.2	0.03289671318325634
5988.3	0.03438916364404846
5988.4	0.036140587703398425
5988.5	0.038207638255769706
5988.6	0.040645444249734056
5988.7	0.0434880531077762
5988.8	0.04671513456794602
5988.9	0.05021601885583196
5989.0	0.05378424013451416
5989.1	0.05717181204343685
5989.2	0.06017186345844844
5989.3	0.062658231429823
5989.4	0.06451275495939807
5989.5	0.06552213104760435
5989.6	0.0654353122620301
5989.7	0.06421040903700721
5989.8	0.06216734292170806
5989.9	0.05983425260436855
5990.0	0.057675144187573635
5990.1	0.055957141497260984
5990.2	0.054773472129295474
5990.3	0.054116951296613515
5990.4	0.05393807958914283
5990.5	0.054175699822616746
5990.6	0.0547684455791164
5990.7	0.055656670440194234
5990.8	0.05678205093718765
5990.9	0.05808978927084836
5991.0	0.05953580468844238
5991.1	0.061097135856031354
5991.2	0.06277986537710961
5991.3	0.06461899128689648
5991.4	0.06667004287866828
5991.5	0.06899787928957674
5991.6	0.07166842559514335
5991.7	0.0747453679060605
5991.8	0.07829019126090025
5991.9	0.08236279579450727
5992.0	0.08702028911384892
5992.1	0.09231216074394304
5992.2	0.09827057170938677
5992.3	0.10489546269985353
5992.4	0.11213637710250009
5992.5	0.11987727920586704
5992.6	0.12793581941083235
5992.7	0.13609020180856002
5992.8	0.14413787174866738
5992.9	0.1519700425596124
5993.0	0.15962848353890088
5993.1	0.16731553516073602
5993.2	0.17535546180820438
5993.3	0.1841305893791126
5993.4	0.19401898825533406
5993.5	0.20534584377752657
5993.6	0.2183454811610198
5993.7	0.2331238187640612
5993.8	0.24961421484468305
5993.9	0.2675300028243339
5994.0	0.28633068440171877
5994.2	0.3232874431569252
5994.4	0.35322739487354937
5994.6	0.37151833714401594
5994.8	0.3789413375443329
5995.0	0.3797806775162224
5995.2	0.3787144755451
5995.4	0.378960135622846
5995.6	0.3818448745828807
5995.8	0.38746442917738605
5996.0	0.39558106384725295
5996.2	0.406205091999273
5996.4	0.4198189537150393
5996.6	0.437303094317791
5996.8	0.45964745258370143
5997.0	0.4875718417014766
5997.2	0.5211204808146127
5997.4	0.5592888177414667
5997.6	0.5998908880198587
5997.8	0.6399664143987966
5998.0	0.6768226586255122
5998.2	0.7093020973010147
5998.4	0.7384310132516086
5998.6	0.7668781734730628
5998.8	0.7976185345222018
5999.0	0.8327765263973614
5999.2	0.8732263174122161
5999.4	0.9188505060702854
