Energy	Absorption
7072.0	0.0043962994115538815
7072.5	0.004451190861270346
7073.0	0.0045073989215174744
7073.5	0.004564971915545752
7074.0	0.004623959949020664
7074.5	0.004684416098299289
7075.0	0.004746396014338211
7075.5	0.00480995812073951
7076.0	0.004875163811796867
7076.5	0.004942077848587759
7077.0	0.005010768557019863
7077.5	0.005081307629784358
7078.0	0.005153771116587116
7078.5	0.005228238830009812
7079.0	0.005304795731833119
7079.5	0.005383530744759905
7080.0	0.0054645391289683395
7080.5	0.005547920501651191
7081.0	0.005633781411614923
7081.5	0.005722234547095399
7082.0	0.005813399527942178
7082.5	0.005907403301711019
7083.0	0.006004381529986378
7083.5	0.006104477994243107
7084.0	0.006207846378261554
7084.5	0.006314650664219866
7085.0	0.006425065528785686
7085.5	0.00653927871967025
7086.0	0.006657490263443194
7086.5	0.006779915436224745
7087.0	0.006906784763685528
7087.5	0.007038346199553361
7088.0	0.007174866511936955
7088.5	0.007316633659878116
7089.0	0.0074639577835831404
7089.5	0.007617174571206418
7090.0	0.007776647635403229
7090.5	0.007942771087930144
7091.0	0.008115972906427819
7091.5	0.008296719687528499
7092.0	0.008485519221454822
7092.5	0.008682927423633998
7093.0	0.008889552097573429
7093.5	0.009106061054751795
7094.0	0.009333188056001656
7094.5	0.009571742515769437
7095.0	0.009822619206374048
7095.5	0.010086809942727962
7096.0	0.01036541685142601
7096.5	0.010659669204664891
7097.0	0.010970941640484948
7097.5	0.01130077693807307
7098.0	0.011650913150079188
7098.5	0.012023315488039647
7099.0	0.012420216129645814
7099.5	0.012844160561532644
7100.0	0.013298066795065575
7100.5	0.013785296860985896
7101.0	0.014309745732113322
7101.5	0.014875955595950847
7102.0	0.015489256863513816
7102.5	0.01615595255025774
7103.0	0.016883557317730842
7103.5	0.017681110584472335
7104.0	0.01855959796813149
7104.5	0.019532521856307036
7105.0	0.02061669497730443
7105.5	0.02183336153915715
7106.0	0.02320983150611617
7106.5	0.024781911614633365
7107.0	0.026597673596672443
7107.1	0.026995492776130704
7107.2	0.027406270112480886
7107.3	0.02783069282572016
7107.4	0.028269505569217177
7107.5	0.028723510429712277
7107.6	0.02919356890777827
7107.7	0.029680621722431348
7107.8	0.03018567890882588
7107.9	0.030709845564248398
7108.0	0.0312543178871955
7108.1	0.031820408923367675
7108.2	0.03240954460474772
7108.3	0.03302329147605535
7108.4	0.033663374518897164
7108.5	0.034331689034533555
7108.6	0.03503032638987223
7108.7	0.03576160966576822
7108.8	0.036528115442095666
7108.9	0.03733271736789173
7109.0	0.038178629731500546
7109.1	0.03906946093302252
7109.2	0.040009280819991305
7109.3	0.041002690003511984
7109.4	0.042054918881315136
7109.5	0.04317193854357788
7109.6	0.04436059742473895
7109.7	0.04562879162315204
7109.8	0.046985672849499935
7109.9	0.048441907867197
7110.0	0.05001000130754621
7110.1	0.051704703644723085
7110.2	0.05354352215473645
7110.3	0.05554737446758669
7110.4	0.05774140451723359
7110.5	0.0601560440687394
7110.6	0.06282832180304679
7110.7	0.0658035348261366
7110.8	0.06913725883703084
7110.9	0.07289775042709129
7111.0	0.07716847810928866
7111.1	0.08205033647369782
7111.2	0.08766221061890728
7111.3	0.09413722119779876
7111.4	0.10160957415592953
7111.5	0.11018378634670255
7111.6	0.11987684616532152
7111.7	0.13053233679513906
7111.8	0.14173674786350499
7111.9	0.15282085582314403
7112.0	0.16304559220562734
7112.1	0.17195298528690267
7112.2	0.1796567887908823
7112.3	0.18684186992696744
7112.4	0.19447127146883253
7112.5	0.20343397288688309
7112.6	0.21430519910382448
7112.7	0.22721970663339627
7112.8	0.24179083025298176
7112.9	0.2570684239515049
7113.0	0.271631546508299
7113.1	0.28394169653257645
7113.2	0.2929305142909807
7113.3	0.29851703853427713
7113.4	0.30167371526538117
7113.5	0.3039866165503891
7113.6	0.30704409198564764
7113.7	0.3120050281807977
7113.8	0.31943653016808793
7113.9	0.3293257051458424
7114.0	0.3411613763029078
7114.1	0.35405201927638175
7114.2	0.366896022391258
7114.3	0.3786167277822259
7114.4	0.388425812913624
7114.5	0.39602575311635946
7114.6	0.40166444270468626
7114.7	0.40602302166023974
7114.8	0.41000184720237026
7114.9	0.41450252424091255
7115.0	0.42027600401081733
7115.1	0.42785584253352027
7115.2	0.4375606761933012
7115.3	0.4495392178131794
7115.4	0.46383361160508496
7115.5	0.4804423128093705
7115.6	0.4993683515314986
7115.7	0.5206428012059238
7115.8	0.5443196293972654
7115.9	0.5704448620211843
7116.0	0.5990101019226719
7116.1	0.6299034926595368
7116.2	0.6628724066155277
7116.3	0.6975093441173933
7116.4	0.7332685098941802
7116.5	0.7695135025802075
7116.6	0.8055867694853851
7116.7	0.8408818340110557
7116.8	0.8748932428786073
7116.9	0.9072255574228083
7117.0	0.9375586757181746
7117.2	0.9909410536956491
7117.4	1.0316396082509598
7117.6	1.0546517540922988
7117.8	1.0552625679007366
7118.0	1.033041774700522
7118.2	0.99380020575766
7118.4	0.9469150670543172
7118.6	0.901036141215422
7118.8	0.8617096501011514
7119.0	0.8311712768187334
7119.2	0.8092195094525706
7119.4	0.7944142557232856
7119.6	0.7850743418233864
7119.8	0.7797747467823676
7120.0	0.7774735698269943
7120.2	0.7775583731707376
7120.4	0.7798793943462022
7120.6	0.7846840523569808
7120.8	0.7924378545815616
7121.0	0.8035796513922024
7121.2	0.8182521350102183
7121.4	0.8360719475830075
7121.6	0.8560404812166964
7121.8	0.8766631413427948
7122.0	0.8962531890581562
7122.2	0.9133229217988732
7122.4	0.9269276992356913
7122.6	0.9368352726969434
